Order ID,SalesPersonID
IT-2018-5774753,1007
ES-2016-1787346,1002
ES-2016-4445402,1010
ES-2018-1122320,1010
IT-2017-1982356,1008
ES-2016-2209297,1001
ES-2018-5842530,1001
ES-2016-2836963,1010
ES-2017-3088790,1004
IT-2016-2834141,1004
ES-2018-1856774,1003
ES-2018-1486090,1007
IT-2016-1201809,1007
ES-2017-1135121,1004
ES-2017-3657887,1002
ES-2018-2014335,1006
ES-2016-5642589,1001
ES-2016-5681163,1002
ES-2016-4964549,1007
ES-2015-4508489,1007
IT-2016-3170764,1003
ES-2016-4938915,1003
IT-2017-3224690,1002
ES-2016-4021910,1004
IT-2015-3941469,1001
ES-2016-3831961,1009
ES-2016-1258420,1006
ES-2018-2388184,1008
ES-2018-2845977,1002
IT-2018-5003239,1007
ES-2016-4727188,1009
ES-2018-3954413,1006
ES-2016-1059749,1010
IT-2015-1027688,1006
ES-2017-5495371,1010
ES-2018-5265060,1001
ES-2017-3851418,1002
IT-2015-3702883,1005
ES-2017-1205816,1010
IT-2015-2419493,1003
ES-2018-3223979,1006
ES-2017-2700779,1006
ES-2018-2172414,1008
IT-2017-5152159,1010
ES-2018-1981492,1010
ES-2017-3062379,1006
ES-2017-2630268,1004
IT-2018-2448536,1005
ES-2018-5813135,1004
ES-2018-2846503,1007
ES-2018-5334183,1009
IT-2018-5786031,1001
ES-2016-5508438,1003
ES-2016-1553743,1005
ES-2018-2116393,1010
ES-2016-2390614,1002
IT-2015-5810579,1008
IT-2018-5753646,1006
ES-2015-2571502,1003
ES-2018-3197699,1006
ES-2016-5985650,1010
IT-2016-3746228,1001
ES-2017-1209595,1001
ES-2015-1290469,1010
ES-2016-1907253,1005
IT-2016-5271815,1001
ES-2016-5362507,1007
ES-2015-1653919,1003
ES-2017-1138719,1007
IT-2018-1471541,1003
ES-2017-3479105,1006
ES-2018-4919879,1001
ES-2015-5941122,1001
IT-2015-5340302,1010
ES-2018-5830221,1008
IT-2017-5465664,1007
ES-2015-1702658,1001
IT-2016-2565333,1010
IT-2018-3037687,1003
IT-2018-1448315,1010
IT-2015-5217561,1008
ES-2017-5699059,1006
ES-2016-2674466,1008
IT-2017-1571276,1002
ES-2017-2183682,1010
ES-2016-1881846,1010
ES-2016-4448528,1008
ES-2016-4306010,1002
ES-2018-3381506,1009
ES-2015-4942506,1008
ES-2018-4875323,1004
ES-2018-4165651,1005
ES-2018-2707054,1009
ES-2015-1815211,1003
ES-2018-3316142,1002
IT-2017-3154646,1006
ES-2017-1785128,1001
IT-2018-1229866,1002
ES-2018-4296634,1003
ES-2018-5297792,1003
ES-2016-3565069,1008
IT-2018-4055307,1002
ES-2016-3791638,1007
IT-2018-5217096,1007
ES-2016-4331653,1002
IT-2017-3887660,1008
ES-2018-1874741,1009
ES-2018-3221372,1010
ES-2018-3519773,1008
ES-2016-2137901,1001
ES-2018-2406018,1005
ES-2016-1428608,1008
ES-2016-3697227,1006
ES-2016-2878323,1009
ES-2015-5879155,1008
ES-2016-2996757,1003
ES-2018-5835827,1001
ES-2016-5677397,1009
ES-2018-1190374,1008
ES-2018-3754715,1005
ES-2016-5450436,1010
ES-2017-1212086,1009
ES-2016-4203057,1007
ES-2014-1846006,1006
IT-2017-3470979,1009
IT-2017-3876705,1005
ES-2017-5634442,1009
ES-2016-5414152,1007
ES-2018-5468847,1001
IT-2016-2361211,1004
IT-2017-3084790,1007
IT-2018-1332770,1007
ES-2017-5361913,1004
ES-2017-4975514,1010
IT-2017-4217001,1002
ES-2018-5733282,1001
ES-2015-4240072,1005
ES-2017-2593505,1005
IT-2017-5081262,1006
ES-2018-1331794,1007
ES-2016-1838775,1009
ES-2018-5389384,1003
ES-2017-2748612,1010
ES-2015-4500805,1003
ES-2016-2488132,1009
ES-2018-2018713,1003
ES-2018-4920624,1005
ES-2017-2215507,1008
ES-2017-5698783,1002
ES-2018-2571250,1003
IT-2017-4972763,1010
ES-2015-4801998,1002
IT-2018-2226547,1005
ES-2018-5329777,1008
ES-2016-4132905,1001
ES-2015-2111237,1008
ES-2015-1808201,1003
ES-2017-4228102,1003
ES-2015-4776761,1003
ES-2016-4736606,1006
IT-2018-2819680,1008
ES-2018-3157402,1004
ES-2018-3852497,1008
ES-2015-3666932,1006
ES-2015-4699764,1009
ES-2017-2387221,1008
ES-2018-4638849,1002
ES-2017-4900191,1001
ES-2017-4117792,1001
IT-2017-4047109,1004
ES-2015-1536399,1002
IT-2018-2009199,1005
ES-2015-3864297,1010
IT-2016-4926272,1006
ES-2018-1173448,1009
IT-2018-5825471,1005
IT-2018-4304364,1006
IT-2017-2336271,1004
IT-2018-2979676,1003
IT-2016-2675422,1003
ES-2018-1951445,1004
ES-2015-1136913,1006
ES-2016-3409639,1003
ES-2016-1835271,1008
ES-2018-1117642,1001
ES-2015-1322522,1004
ES-2017-2374863,1006
ES-2018-2799179,1008
ES-2018-3059328,1004
ES-2015-2624597,1003
ES-2017-1049729,1010
ES-2016-5318538,1004
IT-2016-2898980,1008
ES-2017-4295346,1001
ES-2018-1867993,1003
ES-2018-1443883,1001
IT-2018-2304556,1006
ES-2018-4878327,1006
IT-2015-2159764,1006
ES-2018-1933744,1009
ES-2015-5464858,1010
IT-2017-5655409,1008
ES-2017-2058842,1010
ES-2017-1782910,1006
ES-2017-3093926,1004
ES-2018-3566095,1008
ES-2016-2396725,1004
ES-2017-3542934,1006
ES-2016-5426608,1008
ES-2017-1997936,1004
IT-2015-3647632,1006
ES-2018-2863403,1010
ES-2017-1900042,1006
ES-2018-2478031,1009
ES-2018-5240921,1010
ES-2017-5788188,1005
ES-2016-3603495,1010
ES-2017-2219658,1010
IT-2017-5208514,1002
ES-2017-4636080,1005
ES-2016-4811686,1006
ES-2017-2840343,1004
ES-2016-1513143,1001
ES-2018-5444640,1003
ES-2018-2981573,1003
ES-2016-4984653,1003
ES-2015-5834860,1001
IT-2016-3131435,1003
ES-2018-5200052,1006
ES-2018-1651774,1006
ES-2016-5454545,1007
IT-2015-3410434,1001
ES-2017-4708384,1009
ES-2018-4397869,1001
ES-2017-3787277,1010
ES-2018-4138832,1009
ES-2018-2280822,1005
ES-2017-1686888,1001
ES-2018-4940256,1008
ES-2018-1004183,1003
ES-2018-5693371,1009
ES-2016-5436698,1010
ES-2015-5186238,1006
ES-2016-4806252,1001
ES-2017-1222538,1007
ES-2015-2592061,1007
ES-2017-3967063,1009
ES-2018-4878149,1008
ES-2018-1686107,1006
IT-2017-4649004,1008
ES-2017-4608377,1005
ES-2016-5382495,1006
ES-2017-3378994,1002
IT-2018-4888679,1003
ES-2018-5464390,1008
ES-2015-2347754,1008
ES-2018-5205023,1002
ES-2017-2155035,1003
ES-2018-3871836,1001
ES-2015-1417751,1007
IT-2016-3613157,1010
ES-2016-2363775,1008
ES-2016-5924445,1006
ES-2018-3488377,1007
ES-2017-1899410,1007
ES-2018-5500680,1006
ES-2015-2314308,1002
ES-2015-3940520,1010
ES-2017-5504883,1007
ES-2017-3108011,1004
ES-2016-3905102,1009
ES-2018-4089082,1008
ES-2016-1211902,1004
ES-2018-5922411,1008
IT-2015-4812190,1006
ES-2016-5755966,1004
ES-2016-4263971,1009
ES-2015-5045844,1002
ES-2016-2229596,1001
ES-2018-4978946,1004
ES-2018-2390994,1001
IT-2018-2405375,1008
ES-2018-3898681,1009
ES-2015-2072928,1001
IT-2018-4038519,1001
ES-2018-3513084,1007
ES-2017-5239932,1005
IT-2017-3412464,1006
ES-2016-1017653,1005
ES-2016-4100273,1008
ES-2015-4145029,1004
ES-2018-5809699,1005
ES-2018-2998043,1004
ES-2017-5002794,1010
ES-2018-5335914,1005
ES-2018-2349858,1005
ES-2016-2624597,1005
ES-2015-5921152,1003
ES-2015-3072555,1003
ES-2018-4799283,1003
ES-2015-2231102,1009
ES-2016-3637663,1002
IT-2016-2368261,1010
IT-2015-2506333,1008
ES-2018-2298874,1009
IT-2018-1950119,1002
IT-2015-2753313,1002
IT-2016-2052939,1007
IT-2015-2876489,1008
ES-2016-4687979,1004
ES-2017-1934375,1007
ES-2018-4936686,1009
ES-2018-3305787,1007
ES-2017-3439862,1010
ES-2018-3232372,1003
ES-2017-4637759,1007
ES-2017-5863928,1003
IT-2018-1858801,1002
IT-2018-2185471,1001
ES-2018-3926182,1003
ES-2016-5345056,1007
ES-2016-2495938,1006
ES-2017-5212920,1004
ES-2015-5775498,1002
ES-2017-3005934,1005
ES-2016-2814022,1007
ES-2018-1309397,1009
ES-2018-3629794,1006
ES-2018-2332714,1006
IT-2018-3434385,1005
IT-2015-4685233,1005
ES-2015-4237527,1010
IT-2018-5707545,1007
ES-2017-1442338,1007
ES-2017-3948146,1008
ES-2018-2504278,1010
ES-2016-3876252,1010
ES-2016-4147201,1003
ES-2016-5580875,1009
ES-2018-1054685,1008
ES-2017-4817383,1002
ES-2018-1393638,1010
ES-2017-2985977,1001
ES-2015-4919091,1002
ES-2015-4862124,1008
ES-2015-4106405,1010
IT-2016-1052607,1003
ES-2018-1286720,1010
IT-2017-4281827,1006
IT-2017-4559122,1002
IT-2017-2410050,1002
ES-2015-1460199,1001
ES-2018-5632446,1001
IT-2018-3280659,1005
ES-2017-1112764,1003
ES-2016-1845274,1004
ES-2016-2268105,1009
ES-2018-3444885,1002
ES-2016-1606540,1009
ES-2016-2511184,1002
ES-2017-1244729,1008
ES-2017-3495515,1006
IT-2016-2737300,1006
ES-2016-2859554,1006
ES-2017-4827951,1005
ES-2018-5916291,1004
ES-2018-1569434,1010
ES-2018-3555631,1005
IT-2018-4203848,1006
ES-2016-4272278,1004
ES-2018-3502771,1009
ES-2018-3829945,1007
ES-2017-2903666,1007
ES-2018-1325616,1006
IT-2017-3876077,1010
IT-2017-2729279,1007
ES-2015-2337809,1010
ES-2016-3625782,1007
ES-2015-2621167,1005
ES-2017-5785727,1002
IT-2016-3559379,1005
ES-2017-4442436,1006
ES-2015-2257437,1010
ES-2016-4657302,1010
IT-2018-4453792,1008
ES-2018-5951204,1007
ES-2018-4098716,1001
IT-2017-1770521,1006
ES-2015-5539778,1007
IT-2017-1602546,1010
ES-2018-2964353,1004
ES-2017-2165341,1010
ES-2015-3060159,1007
ES-2017-4160663,1002
ES-2016-1315786,1005
IT-2018-3335279,1001
ES-2018-3758334,1006
ES-2018-4107155,1005
ES-2018-1839297,1006
ES-2016-5944655,1009
ES-2016-2468555,1009
ES-2018-2631855,1009
ES-2018-1756848,1001
ES-2016-1834982,1005
IT-2018-5984498,1008
ES-2018-3263050,1005
ES-2018-2982781,1004
ES-2015-2095931,1006
ES-2016-4848943,1008
ES-2018-2697033,1003
ES-2018-3451249,1010
ES-2017-4825636,1009
ES-2018-2114988,1008
ES-2018-3667834,1007
ES-2017-2612318,1008
ES-2017-4777583,1006
ES-2018-1161715,1006
ES-2015-1878479,1009
ES-2015-4993136,1002
ES-2016-2930191,1010
ES-2017-4779701,1007
ES-2017-2481532,1008
IT-2018-4483445,1009
ES-2017-3499277,1007
ES-2017-5482499,1005
ES-2017-5151389,1005
ES-2016-1491373,1007
IT-2017-4258921,1005
ES-2016-2974297,1003
ES-2018-4763267,1008
ES-2016-3274675,1009
ES-2015-5803751,1009
ES-2015-3814488,1009
ES-2018-5794981,1001
ES-2017-3544260,1006
ES-2018-3319612,1001
ES-2018-3504841,1008
ES-2018-1181938,1005
IT-2018-4056621,1002
ES-2017-1727818,1002
ES-2016-2058076,1007
ES-2016-2339134,1009
ES-2017-5176094,1004
ES-2015-5699335,1007
ES-2018-4044571,1010
ES-2017-2413873,1004
ES-2017-1532910,1010
ES-2017-2871320,1007
IT-2015-2459755,1006
ES-2018-2458882,1009
ES-2017-3513444,1007
ES-2017-4429605,1005
IT-2016-4005393,1008
ES-2018-2200615,1002
ES-2018-4841141,1004
ES-2018-2398483,1009
ES-2018-2426190,1004
ES-2016-4279457,1006
ES-2017-4972434,1010
IT-2017-2906842,1009
ES-2018-3182169,1005
ES-2016-3349892,1007
ES-2018-3648745,1010
ES-2017-3007238,1007
ES-2017-5588419,1007
ES-2015-3192576,1007
ES-2018-3957750,1006
ES-2015-5039850,1002
ES-2017-5442738,1004
ES-2015-4314394,1002
ES-2018-1015287,1005
ES-2016-1475595,1004
IT-2017-4017525,1006
IT-2015-3513943,1005
ES-2017-1407404,1007
IT-2017-3213372,1009
IT-2018-2537559,1010
ES-2018-4168626,1003
ES-2016-1841367,1002
IT-2015-3911927,1007
IT-2017-3253363,1010
ES-2018-4393845,1006
ES-2018-2796185,1010
IT-2015-4688263,1001
IT-2018-4405865,1001
ES-2017-2475819,1007
ES-2018-2572542,1006
ES-2018-2299862,1005
ES-2018-5170546,1004
IT-2016-5245986,1009
ES-2018-2979530,1010
IT-2018-2902671,1001
IT-2017-1217994,1004
ES-2018-5801819,1003
ES-2016-2229637,1009
IT-2017-2090004,1007
ES-2017-2551660,1009
ES-2018-1495807,1007
ES-2017-5106699,1001
IT-2017-2274165,1008
ES-2016-3869925,1006
ES-2015-2210233,1006
ES-2018-2509408,1004
ES-2018-3078855,1002
ES-2016-4002217,1005
ES-2015-2627929,1007
ES-2015-5298002,1010
ES-2018-4790238,1006
IT-2015-3466484,1002
ES-2016-1181146,1004
ES-2015-1012469,1004
IT-2016-5580946,1002
ES-2015-2734651,1006
ES-2017-4250046,1004
ES-2015-1941919,1003
ES-2015-1761215,1009
ES-2018-1540903,1006
ES-2017-3339619,1005
IT-2015-4648014,1004
ES-2018-2835815,1002
ES-2017-2204795,1009
ES-2017-2335105,1010
ES-2018-5378214,1002
ES-2017-3990773,1008
ES-2015-3525697,1006
ES-2015-5729514,1005
IT-2017-2980669,1005
ES-2016-4072999,1006
ES-2018-4331796,1010
ES-2017-1087911,1003
ES-2017-5135305,1006
ES-2017-5979288,1009
ES-2015-1664904,1004
ES-2015-5426048,1007
ES-2017-1251401,1005
ES-2016-2669437,1010
ES-2017-5957121,1006
ES-2018-4401602,1001
ES-2015-3134727,1009
IT-2017-1143457,1002
ES-2017-2384554,1005
ES-2015-2677554,1008
IT-2018-1066820,1001
ES-2016-3534614,1004
ES-2016-2555687,1001
ES-2018-5123839,1004
IT-2018-2725928,1001
IT-2015-5115918,1001
ES-2018-1992981,1005
ES-2018-2958500,1004
IT-2016-1478733,1005
ES-2018-2728343,1005
ES-2017-3221528,1005
ES-2017-3322723,1010
ES-2015-2123345,1001
ES-2015-3517120,1003
IT-2018-4142742,1004
IT-2016-3986604,1001
ES-2016-5671193,1010
ES-2016-4711472,1010
ES-2015-2379967,1005
ES-2017-5324776,1001
ES-2018-4067367,1006
IT-2018-1709193,1002
ES-2015-1690587,1007
ES-2018-4603315,1002
ES-2017-5072900,1006
ES-2018-2018673,1003
ES-2016-2946531,1006
IT-2017-3688620,1007
ES-2017-5755406,1007
ES-2018-3575398,1006
ES-2017-1298676,1010
ES-2016-4319979,1006
IT-2015-5027623,1003
ES-2018-4689230,1007
ES-2016-2737892,1004
ES-2016-5807038,1009
ES-2018-2275791,1005
ES-2017-3949378,1005
ES-2016-2894420,1005
